Source.Name,Name,Domain,Indicator,Year,GeogID,Race_Ethnicity,Gender,Age_Group,Month,Measure,Value,ts,measureName,indicatorName,contentAreaName,Race_Ethnicitylabel,Genderlabel
lung_bronchus_female.xlsx,LA PAZ,CR,23,2015-2019,4012,ALL,f,ALL,ALL,224,42.1,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Lung and Bronchus Cancer per 100,000 population over a five year period",Incidence of Lung and Bronchus Cancers,Cancer,Any Race Ethnicity,Female
lung_bronchus_female.xlsx,MARICOPA,CR,23,2015-2019,4013,ALL,f,ALL,ALL,224,41.5,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Lung and Bronchus Cancer per 100,000 population over a five year period",Incidence of Lung and Bronchus Cancers,Cancer,Any Race Ethnicity,Female
lung_bronchus_female.xlsx,MOHAVE,CR,23,2015-2019,4015,ALL,f,ALL,ALL,224,67.1,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Lung and Bronchus Cancer per 100,000 population over a five year period",Incidence of Lung and Bronchus Cancers,Cancer,Any Race Ethnicity,Female
lung_bronchus_female.xlsx,NAVAJO,CR,23,2015-2019,4017,ALL,f,ALL,ALL,224,28.2,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Lung and Bronchus Cancer per 100,000 population over a five year period",Incidence of Lung and Bronchus Cancers,Cancer,Any Race Ethnicity,Female
lung_bronchus_female.xlsx,PIMA,CR,23,2015-2019,4019,ALL,f,ALL,ALL,224,38.3,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Lung and Bronchus Cancer per 100,000 population over a five year period",Incidence of Lung and Bronchus Cancers,Cancer,Any Race Ethnicity,Female
lung_bronchus_female.xlsx,PINAL,CR,23,2015-2019,4021,ALL,f,ALL,ALL,224,37.4,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Lung and Bronchus Cancer per 100,000 population over a five year period",Incidence of Lung and Bronchus Cancers,Cancer,Any Race Ethnicity,Female
lung_bronchus_female.xlsx,SANTA CRUZ,CR,23,2015-2019,4023,ALL,f,ALL,ALL,224,20.2,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Lung and Bronchus Cancer per 100,000 population over a five year period",Incidence of Lung and Bronchus Cancers,Cancer,Any Race Ethnicity,Female
lung_bronchus_female.xlsx,YAVAPAI,CR,23,2015-2019,4025,ALL,f,ALL,ALL,224,41.6,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Lung and Bronchus Cancer per 100,000 population over a five year period",Incidence of Lung and Bronchus Cancers,Cancer,Any Race Ethnicity,Female
lung_bronchus_female.xlsx,YUMA,CR,23,2015-2019,4027,ALL,f,ALL,ALL,224,33.9,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Lung and Bronchus Cancer per 100,000 population over a five year period",Incidence of Lung and Bronchus Cancers,Cancer,Any Race Ethnicity,Female
lung_bronchus_female.xlsx,ARIZONA,CR,23,2015-2019,ALL,ALL,f,ALL,ALL,224,40.6,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Lung and Bronchus Cancer per 100,000 population over a five year period",Incidence of Lung and Bronchus Cancers,Cancer,Any Race Ethnicity,Female
melanoma_female.xlsx,COCHISE,CR,72,2015-2019,4003,ALL,f,ALL,ALL,387,16.7,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Melanoma of the Skin per 100,000 population over a five year period",Incidence of Melanoma,Cancer,Any Race Ethnicity,Female
melanoma_female.xlsx,COCONINO,CR,72,2015-2019,4005,ALL,f,ALL,ALL,387,19.71,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Melanoma of the Skin per 100,000 population over a five year period",Incidence of Melanoma,Cancer,Any Race Ethnicity,Female
melanoma_female.xlsx,GILA,CR,72,2015-2019,4007,ALL,f,ALL,ALL,387,10.68,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Melanoma of the Skin per 100,000 population over a five year period",Incidence of Melanoma,Cancer,Any Race Ethnicity,Female
melanoma_female.xlsx,MARICOPA,CR,72,2015-2019,4013,ALL,f,ALL,ALL,387,20.9,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Melanoma of the Skin per 100,000 population over a five year period",Incidence of Melanoma,Cancer,Any Race Ethnicity,Female
melanoma_female.xlsx,MOHAVE,CR,72,2015-2019,4015,ALL,f,ALL,ALL,387,17.35,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Melanoma of the Skin per 100,000 population over a five year period",Incidence of Melanoma,Cancer,Any Race Ethnicity,Female
melanoma_female.xlsx,NAVAJO,CR,72,2015-2019,4017,ALL,f,ALL,ALL,387,9.73,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Melanoma of the Skin per 100,000 population over a five year period",Incidence of Melanoma,Cancer,Any Race Ethnicity,Female
melanoma_female.xlsx,PIMA,CR,72,2015-2019,4019,ALL,f,ALL,ALL,387,22.13,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Melanoma of the Skin per 100,000 population over a five year period",Incidence of Melanoma,Cancer,Any Race Ethnicity,Female
melanoma_female.xlsx,PINAL,CR,72,2015-2019,4021,ALL,f,ALL,ALL,387,17.12,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Melanoma of the Skin per 100,000 population over a five year period",Incidence of Melanoma,Cancer,Any Race Ethnicity,Female
melanoma_female.xlsx,YAVAPAI,CR,72,2015-2019,4025,ALL,f,ALL,ALL,387,26.08,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Melanoma of the Skin per 100,000 population over a five year period",Incidence of Melanoma,Cancer,Any Race Ethnicity,Female
melanoma_female.xlsx,YUMA,CR,72,2015-2019,4027,ALL,f,ALL,ALL,387,5.47,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Melanoma of the Skin per 100,000 population over a five year period",Incidence of Melanoma,Cancer,Any Race Ethnicity,Female
melanoma_female.xlsx,ARIZONA,CR,72,2015-2019,ALL,ALL,f,ALL,ALL,387,19.92,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Melanoma of the Skin per 100,000 population over a five year period",Incidence of Melanoma,Cancer,Any Race Ethnicity,Female
NervousSystem_female.xlsx,COCHISE,CR,47,2015-2019,4003,ALL,f,ALL,ALL,222,5.6,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Brain and Other Nervous System Cancer per 100,000 population over a five year period",Incidence of Brain and Other Nervous System Cancer,Cancer,Any Race Ethnicity,Female
NervousSystem_female.xlsx,MARICOPA,CR,47,2015-2019,4013,ALL,f,ALL,ALL,222,5,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Brain and Other Nervous System Cancer per 100,000 population over a five year period",Incidence of Brain and Other Nervous System Cancer,Cancer,Any Race Ethnicity,Female
NervousSystem_female.xlsx,MOHAVE,CR,47,2015-2019,4015,ALL,f,ALL,ALL,222,5.8,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Brain and Other Nervous System Cancer per 100,000 population over a five year period",Incidence of Brain and Other Nervous System Cancer,Cancer,Any Race Ethnicity,Female
NervousSystem_female.xlsx,PIMA,CR,47,2015-2019,4019,ALL,f,ALL,ALL,222,5.3,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Brain and Other Nervous System Cancer per 100,000 population over a five year period",Incidence of Brain and Other Nervous System Cancer,Cancer,Any Race Ethnicity,Female
NervousSystem_female.xlsx,PINAL,CR,47,2015-2019,4021,ALL,f,ALL,ALL,222,4.2,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Brain and Other Nervous System Cancer per 100,000 population over a five year period",Incidence of Brain and Other Nervous System Cancer,Cancer,Any Race Ethnicity,Female
NervousSystem_female.xlsx,YAVAPAI,CR,47,2015-2019,4025,ALL,f,ALL,ALL,222,5.2,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Brain and Other Nervous System Cancer per 100,000 population over a five year period",Incidence of Brain and Other Nervous System Cancer,Cancer,Any Race Ethnicity,Female
NervousSystem_female.xlsx,ARIZONA,CR,47,2015-2019,ALL,ALL,f,ALL,ALL,222,4.9,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Brain and Other Nervous System Cancer per 100,000 population over a five year period",Incidence of Brain and Other Nervous System Cancer,Cancer,Any Race Ethnicity,Female
non_hodgkin's_lymphoma_female.xlsx,APACHE,CR,24,2015-2019,4001,ALL,f,ALL,ALL,225,9.5,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Non-Hodgkin's Lymphoma per 100,000 population over a five year period",Incidence of Non-Hodgkin's Lymphoma,Cancer,Any Race Ethnicity,Female
non_hodgkin's_lymphoma_female.xlsx,COCHISE,CR,24,2015-2019,4003,ALL,f,ALL,ALL,225,6.7,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Non-Hodgkin's Lymphoma per 100,000 population over a five year period",Incidence of Non-Hodgkin's Lymphoma,Cancer,Any Race Ethnicity,Female
non_hodgkin's_lymphoma_female.xlsx,COCONINO,CR,24,2015-2019,4005,ALL,f,ALL,ALL,225,11.7,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Non-Hodgkin's Lymphoma per 100,000 population over a five year period",Incidence of Non-Hodgkin's Lymphoma,Cancer,Any Race Ethnicity,Female
non_hodgkin's_lymphoma_female.xlsx,GILA,CR,24,2015-2019,4007,ALL,f,ALL,ALL,225,12.3,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Non-Hodgkin's Lymphoma per 100,000 population over a five year period",Incidence of Non-Hodgkin's Lymphoma,Cancer,Any Race Ethnicity,Female
non_hodgkin's_lymphoma_female.xlsx,MARICOPA,CR,24,2015-2019,4013,ALL,f,ALL,ALL,225,12.7,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Non-Hodgkin's Lymphoma per 100,000 population over a five year period",Incidence of Non-Hodgkin's Lymphoma,Cancer,Any Race Ethnicity,Female
non_hodgkin's_lymphoma_female.xlsx,MOHAVE,CR,24,2015-2019,4015,ALL,f,ALL,ALL,225,11.2,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Non-Hodgkin's Lymphoma per 100,000 population over a five year period",Incidence of Non-Hodgkin's Lymphoma,Cancer,Any Race Ethnicity,Female
non_hodgkin's_lymphoma_female.xlsx,NAVAJO,CR,24,2015-2019,4017,ALL,f,ALL,ALL,225,15.5,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Non-Hodgkin's Lymphoma per 100,000 population over a five year period",Incidence of Non-Hodgkin's Lymphoma,Cancer,Any Race Ethnicity,Female
non_hodgkin's_lymphoma_female.xlsx,PIMA,CR,24,2015-2019,4019,ALL,f,ALL,ALL,225,10.7,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Non-Hodgkin's Lymphoma per 100,000 population over a five year period",Incidence of Non-Hodgkin's Lymphoma,Cancer,Any Race Ethnicity,Female
non_hodgkin's_lymphoma_female.xlsx,PINAL,CR,24,2015-2019,4021,ALL,f,ALL,ALL,225,10.6,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Non-Hodgkin's Lymphoma per 100,000 population over a five year period",Incidence of Non-Hodgkin's Lymphoma,Cancer,Any Race Ethnicity,Female
non_hodgkin's_lymphoma_female.xlsx,SANTA CRUZ,CR,24,2015-2019,4023,ALL,f,ALL,ALL,225,11.9,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Non-Hodgkin's Lymphoma per 100,000 population over a five year period",Incidence of Non-Hodgkin's Lymphoma,Cancer,Any Race Ethnicity,Female
non_hodgkin's_lymphoma_female.xlsx,YAVAPAI,CR,24,2015-2019,4025,ALL,f,ALL,ALL,225,11.4,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Non-Hodgkin's Lymphoma per 100,000 population over a five year period",Incidence of Non-Hodgkin's Lymphoma,Cancer,Any Race Ethnicity,Female
non_hodgkin's_lymphoma_female.xlsx,YUMA,CR,24,2015-2019,4027,ALL,f,ALL,ALL,225,17.2,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Non-Hodgkin's Lymphoma per 100,000 population over a five year period",Incidence of Non-Hodgkin's Lymphoma,Cancer,Any Race Ethnicity,Female
non_hodgkin's_lymphoma_female.xlsx,ARIZONA,CR,24,2015-2019,ALL,ALL,f,ALL,ALL,225,12,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Non-Hodgkin's Lymphoma per 100,000 population over a five year period",Incidence of Non-Hodgkin's Lymphoma,Cancer,Any Race Ethnicity,Female
oral_female.xlsx,COCHISE,CR,91,2015-2019,4003,ALL,f,ALL,ALL,484,6.13,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Oral/Pharynx Cancer per 100,000 population over a five year period",Incidence of Oral Cancer,Cancer,Any Race Ethnicity,Female
oral_female.xlsx,COCONINO,CR,91,2015-2019,4005,ALL,f,ALL,ALL,484,4.95,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Oral/Pharynx Cancer per 100,000 population over a five year period",Incidence of Oral Cancer,Cancer,Any Race Ethnicity,Female
oral_female.xlsx,MARICOPA,CR,91,2015-2019,4013,ALL,f,ALL,ALL,484,4.47,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Oral/Pharynx Cancer per 100,000 population over a five year period",Incidence of Oral Cancer,Cancer,Any Race Ethnicity,Female
oral_female.xlsx,MOHAVE,CR,91,2015-2019,4015,ALL,f,ALL,ALL,484,6.29,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Oral/Pharynx Cancer per 100,000 population over a five year period",Incidence of Oral Cancer,Cancer,Any Race Ethnicity,Female
oral_female.xlsx,PIMA,CR,91,2015-2019,4019,ALL,f,ALL,ALL,484,5.13,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Oral/Pharynx Cancer per 100,000 population over a five year period",Incidence of Oral Cancer,Cancer,Any Race Ethnicity,Female
oral_female.xlsx,PINAL,CR,91,2015-2019,4021,ALL,f,ALL,ALL,484,4.07,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Oral/Pharynx Cancer per 100,000 population over a five year period",Incidence of Oral Cancer,Cancer,Any Race Ethnicity,Female
oral_female.xlsx,YAVAPAI,CR,91,2015-2019,4025,ALL,f,ALL,ALL,484,5.91,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Oral/Pharynx Cancer per 100,000 population over a five year period",Incidence of Oral Cancer,Cancer,Any Race Ethnicity,Female
oral_female.xlsx,YUMA,CR,91,2015-2019,4027,ALL,f,ALL,ALL,484,4.37,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Oral/Pharynx Cancer per 100,000 population over a five year period",Incidence of Oral Cancer,Cancer,Any Race Ethnicity,Female
oral_female.xlsx,ARIZONA,CR,91,2015-2019,ALL,ALL,f,ALL,ALL,484,4.65,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Oral/Pharynx Cancer per 100,000 population over a five year period",Incidence of Oral Cancer,Cancer,Any Race Ethnicity,Female
pancreatic_female.xlsx,APACHE,CR,93,2015-2019,4001,ALL,f,ALL,ALL,492,8.15,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Pancreas Cancer per 100,000 population over a five year period",Incidence of Pancreatic Cancer,Cancer,Any Race Ethnicity,Female
pancreatic_female.xlsx,COCHISE,CR,93,2015-2019,4003,ALL,f,ALL,ALL,492,11.72,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Pancreas Cancer per 100,000 population over a five year period",Incidence of Pancreatic Cancer,Cancer,Any Race Ethnicity,Female
pancreatic_female.xlsx,COCONINO,CR,93,2015-2019,4005,ALL,f,ALL,ALL,492,11.05,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Pancreas Cancer per 100,000 population over a five year period",Incidence of Pancreatic Cancer,Cancer,Any Race Ethnicity,Female
pancreatic_female.xlsx,GILA,CR,93,2015-2019,4007,ALL,f,ALL,ALL,492,9.03,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Pancreas Cancer per 100,000 population over a five year period",Incidence of Pancreatic Cancer,Cancer,Any Race Ethnicity,Female
pancreatic_female.xlsx,MARICOPA,CR,93,2015-2019,4013,ALL,f,ALL,ALL,492,10.6,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Pancreas Cancer per 100,000 population over a five year period",Incidence of Pancreatic Cancer,Cancer,Any Race Ethnicity,Female
pancreatic_female.xlsx,MOHAVE,CR,93,2015-2019,4015,ALL,f,ALL,ALL,492,10.12,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Pancreas Cancer per 100,000 population over a five year period",Incidence of Pancreatic Cancer,Cancer,Any Race Ethnicity,Female
pancreatic_female.xlsx,NAVAJO,CR,93,2015-2019,4017,ALL,f,ALL,ALL,492,8.81,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Pancreas Cancer per 100,000 population over a five year period",Incidence of Pancreatic Cancer,Cancer,Any Race Ethnicity,Female
pancreatic_female.xlsx,PIMA,CR,93,2015-2019,4019,ALL,f,ALL,ALL,492,10.23,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Pancreas Cancer per 100,000 population over a five year period",Incidence of Pancreatic Cancer,Cancer,Any Race Ethnicity,Female
pancreatic_female.xlsx,PINAL,CR,93,2015-2019,4021,ALL,f,ALL,ALL,492,10.13,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Pancreas Cancer per 100,000 population over a five year period",Incidence of Pancreatic Cancer,Cancer,Any Race Ethnicity,Female
pancreatic_female.xlsx,YAVAPAI,CR,93,2015-2019,4025,ALL,f,ALL,ALL,492,9.83,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Pancreas Cancer per 100,000 population over a five year period",Incidence of Pancreatic Cancer,Cancer,Any Race Ethnicity,Female
pancreatic_female.xlsx,YUMA,CR,93,2015-2019,4027,ALL,f,ALL,ALL,492,9.02,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Pancreas Cancer per 100,000 population over a five year period",Incidence of Pancreatic Cancer,Cancer,Any Race Ethnicity,Female
pancreatic_female.xlsx,ARIZONA,CR,93,2015-2019,ALL,ALL,f,ALL,ALL,492,10.26,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Pancreas Cancer per 100,000 population over a five year period",Incidence of Pancreatic Cancer,Cancer,Any Race Ethnicity,Female
thyroid_female.xlsx,APACHE,CR,25,2015-2019,4001,ALL,f,ALL,ALL,226,22.5,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Thyroid Cancer per 100,000 population over a five year period",Incidence of Thyroid Cancers,Cancer,Any Race Ethnicity,Female
thyroid_female.xlsx,COCHISE,CR,25,2015-2019,4003,ALL,f,ALL,ALL,226,16.4,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Thyroid Cancer per 100,000 population over a five year period",Incidence of Thyroid Cancers,Cancer,Any Race Ethnicity,Female
thyroid_female.xlsx,COCONINO,CR,25,2015-2019,4005,ALL,f,ALL,ALL,226,15.8,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Thyroid Cancer per 100,000 population over a five year period",Incidence of Thyroid Cancers,Cancer,Any Race Ethnicity,Female
thyroid_female.xlsx,GILA,CR,25,2015-2019,4007,ALL,f,ALL,ALL,226,25,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Thyroid Cancer per 100,000 population over a five year period",Incidence of Thyroid Cancers,Cancer,Any Race Ethnicity,Female
thyroid_female.xlsx,MARICOPA,CR,25,2015-2019,4013,ALL,f,ALL,ALL,226,19.7,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Thyroid Cancer per 100,000 population over a five year period",Incidence of Thyroid Cancers,Cancer,Any Race Ethnicity,Female
thyroid_female.xlsx,MOHAVE,CR,25,2015-2019,4015,ALL,f,ALL,ALL,226,15.3,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Thyroid Cancer per 100,000 population over a five year period",Incidence of Thyroid Cancers,Cancer,Any Race Ethnicity,Female
thyroid_female.xlsx,NAVAJO,CR,25,2015-2019,4017,ALL,f,ALL,ALL,226,15.7,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Thyroid Cancer per 100,000 population over a five year period",Incidence of Thyroid Cancers,Cancer,Any Race Ethnicity,Female
thyroid_female.xlsx,PIMA,CR,25,2015-2019,4019,ALL,f,ALL,ALL,226,16.3,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Thyroid Cancer per 100,000 population over a five year period",Incidence of Thyroid Cancers,Cancer,Any Race Ethnicity,Female
thyroid_female.xlsx,PINAL,CR,25,2015-2019,4021,ALL,f,ALL,ALL,226,21.5,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Thyroid Cancer per 100,000 population over a five year period",Incidence of Thyroid Cancers,Cancer,Any Race Ethnicity,Female
thyroid_female.xlsx,SANTA CRUZ,CR,25,2015-2019,4023,ALL,f,ALL,ALL,226,23.2,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Thyroid Cancer per 100,000 population over a five year period",Incidence of Thyroid Cancers,Cancer,Any Race Ethnicity,Female
thyroid_female.xlsx,YAVAPAI,CR,25,2015-2019,4025,ALL,f,ALL,ALL,226,20.3,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Thyroid Cancer per 100,000 population over a five year period",Incidence of Thyroid Cancers,Cancer,Any Race Ethnicity,Female
thyroid_female.xlsx,YUMA,CR,25,2015-2019,4027,ALL,f,ALL,ALL,226,22.4,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Thyroid Cancer per 100,000 population over a five year period",Incidence of Thyroid Cancers,Cancer,Any Race Ethnicity,Female
thyroid_female.xlsx,ARIZONA,CR,25,2015-2019,ALL,ALL,f,ALL,ALL,226,19,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Thyroid Cancer per 100,000 population over a five year period",Incidence of Thyroid Cancers,Cancer,Any Race Ethnicity,Female
breast_female.xlsx,APACHE,CR,19,2015-2019,4001,ALL,ALL,ALL,ALL,291,62.9,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Breast Cancer per 100,000 population over a five year period",Incidence of Breast Cancer (Females Only),Cancer,Any Race Ethnicity,
breast_female.xlsx,COCHISE,CR,19,2015-2019,4003,ALL,ALL,ALL,ALL,291,113.5,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Breast Cancer per 100,000 population over a five year period",Incidence of Breast Cancer (Females Only),Cancer,Any Race Ethnicity,
breast_female.xlsx,COCONINO,CR,19,2015-2019,4005,ALL,ALL,ALL,ALL,291,104.4,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Breast Cancer per 100,000 population over a five year period",Incidence of Breast Cancer (Females Only),Cancer,Any Race Ethnicity,
breast_female.xlsx,GILA,CR,19,2015-2019,4007,ALL,ALL,ALL,ALL,291,99.6,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Breast Cancer per 100,000 population over a five year period",Incidence of Breast Cancer (Females Only),Cancer,Any Race Ethnicity,
breast_female.xlsx,GRAHAM,CR,19,2015-2019,4009,ALL,ALL,ALL,ALL,291,91,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Breast Cancer per 100,000 population over a five year period",Incidence of Breast Cancer (Females Only),Cancer,Any Race Ethnicity,
breast_female.xlsx,GREENLEE,CR,19,2015-2019,4011,ALL,ALL,ALL,ALL,291,120.1,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Breast Cancer per 100,000 population over a five year period",Incidence of Breast Cancer (Females Only),Cancer,Any Race Ethnicity,
breast_female.xlsx,LA PAZ,CR,19,2015-2019,4012,ALL,ALL,ALL,ALL,291,78.1,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Breast Cancer per 100,000 population over a five year period",Incidence of Breast Cancer (Females Only),Cancer,Any Race Ethnicity,
breast_female.xlsx,MARICOPA,CR,19,2015-2019,4013,ALL,ALL,ALL,ALL,291,120.1,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Breast Cancer per 100,000 population over a five year period",Incidence of Breast Cancer (Females Only),Cancer,Any Race Ethnicity,
breast_female.xlsx,MOHAVE,CR,19,2015-2019,4015,ALL,ALL,ALL,ALL,291,101.5,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Breast Cancer per 100,000 population over a five year period",Incidence of Breast Cancer (Females Only),Cancer,Any Race Ethnicity,
breast_female.xlsx,NAVAJO,CR,19,2015-2019,4017,ALL,ALL,ALL,ALL,291,90.6,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Breast Cancer per 100,000 population over a five year period",Incidence of Breast Cancer (Females Only),Cancer,Any Race Ethnicity,
breast_female.xlsx,PIMA,CR,19,2015-2019,4019,ALL,ALL,ALL,ALL,291,115.1,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Breast Cancer per 100,000 population over a five year period",Incidence of Breast Cancer (Females Only),Cancer,Any Race Ethnicity,
breast_female.xlsx,PINAL,CR,19,2015-2019,4021,ALL,ALL,ALL,ALL,291,95.4,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Breast Cancer per 100,000 population over a five year period",Incidence of Breast Cancer (Females Only),Cancer,Any Race Ethnicity,
breast_female.xlsx,SANTA CRUZ,CR,19,2015-2019,4023,ALL,ALL,ALL,ALL,291,90.5,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Breast Cancer per 100,000 population over a five year period",Incidence of Breast Cancer (Females Only),Cancer,Any Race Ethnicity,
breast_female.xlsx,YAVAPAI,CR,19,2015-2019,4025,ALL,ALL,ALL,ALL,291,127.2,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Breast Cancer per 100,000 population over a five year period",Incidence of Breast Cancer (Females Only),Cancer,Any Race Ethnicity,
breast_female.xlsx,YUMA,CR,19,2015-2019,4027,ALL,ALL,ALL,ALL,291,96.4,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Breast Cancer per 100,000 population over a five year period",Incidence of Breast Cancer (Females Only),Cancer,Any Race Ethnicity,
breast_female.xlsx,ARIZONA,CR,19,2015-2019,ALL,ALL,ALL,ALL,ALL,291,114.6,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Breast Cancer per 100,000 population over a five year period",Incidence of Breast Cancer (Females Only),Cancer,Any Race Ethnicity,
testicular_male.xlsx,COCONINO,CR,142,2015-2019,4005,ALL,ALL,ALL,ALL,754,6.06,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Testicular Cancer per 100,000 population over a five year period",Incidence of Testicular Cancer (Males only),Cancer,Any Race Ethnicity,
testicular_male.xlsx,MARICOPA,CR,142,2015-2019,4013,ALL,ALL,ALL,ALL,754,5.71,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Testicular Cancer per 100,000 population over a five year period",Incidence of Testicular Cancer (Males only),Cancer,Any Race Ethnicity,
testicular_male.xlsx,MOHAVE,CR,142,2015-2019,4015,ALL,ALL,ALL,ALL,754,5.15,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Testicular Cancer per 100,000 population over a five year period",Incidence of Testicular Cancer (Males only),Cancer,Any Race Ethnicity,
testicular_male.xlsx,PIMA,CR,142,2015-2019,4019,ALL,ALL,ALL,ALL,754,5.68,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Testicular Cancer per 100,000 population over a five year period",Incidence of Testicular Cancer (Males only),Cancer,Any Race Ethnicity,
testicular_male.xlsx,PINAL,CR,142,2015-2019,4021,ALL,ALL,ALL,ALL,754,4.2,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Testicular Cancer per 100,000 population over a five year period",Incidence of Testicular Cancer (Males only),Cancer,Any Race Ethnicity,
testicular_male.xlsx,YAVAPAI,CR,142,2015-2019,4025,ALL,ALL,ALL,ALL,754,7.98,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Testicular Cancer per 100,000 population over a five year period",Incidence of Testicular Cancer (Males only),Cancer,Any Race Ethnicity,
